timestamp,model,quant,engine,dataset,config,num_requests,backend,dtype,quantization,kv_cache_dtype,max_input_length,max_sequence_length,tp_size,pp_size,isl_average,osl_average,seq_average,total_latency_ms,avg_request_latency_ms,request_throughput_req_s,system_output_throughput_tok_s,system_total_throughput_tok_s,token_output_speed_tok_s,avg_ttft_ms,avg_tpot_ms,latency_ms_average,latency_ms_p50,latency_ms_p90,latency_ms_p95,latency_ms_p99,ttft_ms_average,ttft_ms_p50,ttft_ms_p90,ttft_ms_p95,ttft_ms_p99,tpot_ms_average,tpot_ms_p50,tpot_ms_p90,tpot_ms_p95,tpot_ms_p99,gen_tps_average,gen_tps_p50,gen_tps_p90,gen_tps_p95,gen_tps_p99,gpu_util_peak_pct,gpu_memory_util_peak_pct,gpu_memory_used_peak_mb,gpu_power_peak_w
20260420_004040,Qwen25_3B,W8A16,Qwen25_3B/W8A16,Qwen_Synthetic_long_in_short_out_2560_256_128_16.txt,base_config.json,10,TRT,bfloat16,W8A16,,3072,6144,1,1,2564,256,2821,18724.031683999998,1872.3790847999999,0.5340730120930722,149.326814181223,1518.7434244890696,170.53716695190096,238.56848669999997,5.864102329046556,1872.3790847999999,1881.083436,1936.9798759999999,1936.9798759999999,1936.9798759999999,238.56848669999997,230.96398299999998,262.210157,262.210157,262.210157,5.864102329046556,5.8530611666666665,5.982195468085107,5.982195468085107,5.982195468085107,170.53716695190096,170.91184984067908,171.49301558479814,171.49301558479814,171.49301558479814,100.0,84.0,22172.0,378.14
20260420_004125,Qwen25_3B,W8A16,Qwen25_3B/W8A16,Qwen_Synthetic_short_in_long_out_256_2560_16_128.txt,base_config.json,10,TRT,bfloat16,W8A16,,3072,6144,1,1,256,2564,2821,159402.000528,15940.1548424,0.06273446987413081,172.4068701080863,188.5233554187505,172.6523797749485,28.1169543,5.791998980444613,15940.1548424,16101.439405,16155.986513,16155.986513,16155.986513,28.1169543,26.835867999999998,31.76484,31.76484,31.76484,5.791998980444613,5.793114744864865,5.810530332612612,5.810530332612612,5.810530332612612,172.6523797749485,172.66617212926235,173.1110289691758,173.1110289691758,173.1110289691758,99.0,85.0,22172.0,376.7
20260420_004444,Qwen25_3B,W8A16,Qwen25_3B/W8A16,Qwen_Synthetic_long_in_long_out_2560_2560_128_128.txt,base_config.json,10,TRT,bfloat16,W8A16,,3072,6144,1,1,2564,2564,5128,166251.673281,16625.1228155,0.060149770541544655,165.303599402273,319.53362604784763,167.66028270819638,238.9990207,5.964482508859885,16625.1228155,16789.999823,16882.099034,16882.099034,16882.099034,238.9990207,230.579557,262.479687,262.479687,262.479687,5.964482508859885,5.967409443603603,5.989714487567567,5.989714487567567,5.989714487567567,167.66028270819638,167.6157898282594,168.24536205884598,168.24536205884598,168.24536205884598,100.0,84.0,22172.0,372.78
20260420_004811,Qwen25_3B,W8A16_INT8KV,Qwen25_3B/W8A16_INT8KV,Qwen_Synthetic_short_in_short_out_256_256_16_16.txt,base_config.json,10,TRT,bfloat16,W8A16,INT8,3072,6144,1,1,256,256,513,16141.491468,1614.1287140999998,0.6195214376456282,173.2181939657176,332.37325129687946,175.75582989185222,28.964107399999996,5.6897665018331045,1614.1287140999998,1628.964139,1647.124817,1647.124817,1647.124817,28.964107399999996,30.945155999999997,36.553182,36.553182,36.553182,5.6897665018331045,5.686894421985815,5.730331035460993,5.730331035460993,5.730331035460993,175.75582989185222,175.97394000175254,176.4099301555052,176.4099301555052,176.4099301555052,99.0,84.0,22172.0,374.39
20260420_004855,Qwen25_3B,W8A16_INT8KV,Qwen25_3B/W8A16_INT8KV,Qwen_Synthetic_long_in_short_out_2560_256_128_16.txt,base_config.json,10,TRT,bfloat16,W8A16,INT8,3072,6144,1,1,2564,256,2821,19672.41621,1967.2202500999997,0.5083259673469465,142.12794047020623,1445.5265533445117,161.10048313240358,237.175234,6.2091685952613815,1967.2202500999997,2007.51622,2027.092678,2027.092678,2027.092678,237.175234,230.98108499999998,260.11985699999997,260.11985699999997,260.11985699999997,6.2091685952613815,6.265861067375886,6.304729975177304,6.304729975177304,6.304729975177304,161.10048313240358,160.3294705578505,168.4791698576766,168.4791698576766,168.4791698576766,100.0,82.0,22172.0,382.59
20260420_004943,Qwen25_3B,W8A16_INT8KV,Qwen25_3B/W8A16_INT8KV,Qwen_Synthetic_short_in_long_out_256_2560_16_128.txt,base_config.json,10,TRT,bfloat16,W8A16,INT8,3072,6144,1,1,256,2564,2821,161616.537873,16161.6047557,0.06187485594981689,170.04447912128674,185.94012961479473,170.29425193300798,28.050918899999996,5.87224071123379,16161.6047557,16337.639753,16375.259091999998,16375.259091999998,16375.259091999998,28.050918899999996,26.711879999999997,31.461803,31.461803,31.461803,5.87224071123379,5.876308243243243,5.889767252972972,5.889767252972972,5.889767252972972,170.29425193300798,170.21738479264278,171.6959404333757,171.6959404333757,171.6959404333757,99.0,83.0,22172.0,383.8
20260420_005306,Qwen25_3B,W8A16_INT8KV,Qwen25_3B/W8A16_INT8KV,Qwen_Synthetic_long_in_long_out_2560_2560_128_128.txt,base_config.json,10,TRT,bfloat16,W8A16,INT8,3072,6144,1,1,2564,2564,5128,183017.111759,18301.6663351,0.054639699555351785,150.16082231801775,290.26247594789527,152.10078157864038,238.25707,6.5747414172747405,18301.6663351,18507.250461,18607.545506,18607.545506,18607.545506,238.25707,231.090767,262.203605,262.203605,262.203605,6.5747414172747405,6.586048346666666,6.611303935495496,6.611303935495496,6.611303935495496,152.10078157864038,152.04010557188263,153.58288056944716,153.58288056944716,153.58288056944716,100.0,82.0,22172.0,383.93
20260420_005652,Qwen25_3B,W8A8_SQ,Qwen25_3B/W8A8_SQ,Qwen_Synthetic_short_in_short_out_256_256_16_16.txt,base_config.json,10,TRT,bfloat16,W8A8_SQ_PER_CHANNEL_PER_TOKEN_PLUGIN,,3072,6144,1,1,256,256,513,16822.287851,1682.2082540999997,0.5944494642210959,166.20807019621842,318.9221375546179,167.085213978637,14.6412203,5.985203992959278,1682.2082540999997,1701.08231,1726.029098,1726.029098,1726.029098,14.6412203,14.712879,16.180106,16.180106,16.180106,5.985203992959278,5.983296588652482,6.072783762411348,6.072783762411348,6.072783762411348,167.085213978637,167.36512296826285,168.3309151274207,168.3309151274207,168.3309151274207,99.0,80.0,22164.0,350.47
20260420_005737,Qwen25_3B,W8A8_SQ,Qwen25_3B/W8A8_SQ,Qwen_Synthetic_long_in_short_out_2560_256_128_16.txt,base_config.json,10,TRT,bfloat16,W8A8_SQ_PER_CHANNEL_PER_TOKEN_PLUGIN,,3072,6144,1,1,2564,256,2821,18468.601646,1846.8386455999998,0.541459510128415,151.39207903190484,1539.748408952174,160.65845048376727,112.6021816,6.224524285378059,1846.8386455999998,1865.9390509999998,1899.3708179999999,1899.3708179999999,1899.3708179999999,112.6021816,108.062563,125.34315699999999,125.34315699999999,125.34315699999999,6.224524285378059,6.2175942340425525,6.295856517730496,6.295856517730496,6.295856517730496,160.65845048376727,160.95645926181857,161.57028496123658,161.57028496123658,161.57028496123658,99.0,79.0,22164.0,349.16
20260420_005822,Qwen25_3B,W8A8_SQ,Qwen25_3B/W8A8_SQ,Qwen_Synthetic_short_in_long_out_256_2560_16_128.txt,base_config.json,10,TRT,bfloat16,W8A8_SQ_PER_CHANNEL_PER_TOKEN_PLUGIN,,3072,6144,1,1,256,2564,2821,168596.382147,16859.5917167,0.05931325377599712,163.00468402719528,178.2422589222489,163.09013953531098,14.660959599999998,6.131601485278448,16859.5917167,17025.984436,17092.01901,17092.01901,17092.01901,14.660959599999998,14.958509999999999,16.193524999999998,16.193524999999998,16.193524999999998,6.131601485278448,6.130565319279279,6.154364213693693,6.154364213693693,6.154364213693693,163.09013953531098,163.2397392701801,163.48971120911233,163.48971120911233,163.48971120911233,99.0,80.0,22164.0,353.79
20260420_010152,Qwen25_3B,W8A8_SQ,Qwen25_3B/W8A8_SQ,Qwen_Synthetic_long_in_long_out_2560_2560_128_128.txt,base_config.json,10,TRT,bfloat16,W8A8_SQ_PER_CHANNEL_PER_TOKEN_PLUGIN,,3072,6144,1,1,2564,2564,5128,174712.108365,17471.1685596,0.057237017477394805,157.29877143137642,304.0602079451644,158.28775899791452,114.9384609,6.317662377337893,17471.1685596,17660.596880999998,17749.819266,17749.819266,17749.819266,114.9384609,120.74789299999999,126.651997,126.651997,126.651997,6.317662377337893,6.320666301981982,6.352314126846847,6.352314126846847,6.352314126846847,158.28775899791452,158.21530247938855,159.21242404084188,159.21242404084188,159.21242404084188,99.0,79.0,22164.0,347.48
20260420_010529,Qwen25_3B,W8A8_SQ_INT8KV,Qwen25_3B/W8A8_SQ_INT8KV,Qwen_Synthetic_short_in_short_out_256_256_16_16.txt,base_config.json,10,TRT,bfloat16,W8A8_SQ_PER_CHANNEL_PER_TOKEN_PLUGIN,INT8,3072,6144,1,1,256,256,513,16972.785950999998,1697.2564713,0.5891784665681724,164.734299252461,316.0942473138245,165.71371305486,16.044625,6.034530511484785,1697.2564713,1715.209897,1724.531536,1724.531536,1724.531536,16.044625,15.570309,29.979042999999997,29.979042999999997,29.979042999999997,6.034530511484785,6.032020070921985,6.059736907801418,6.059736907801418,6.059736907801418,165.71371305486,165.7887902324544,166.3013189844718,166.3013189844718,166.3013189844718,99.0,79.0,22164.0,346.22
20260420_010614,Qwen25_3B,W8A8_SQ_INT8KV,Qwen25_3B/W8A8_SQ_INT8KV,Qwen_Synthetic_long_in_short_out_2560_256_128_16.txt,base_config.json,10,TRT,bfloat16,W8A8_SQ_PER_CHANNEL_PER_TOKEN_PLUGIN,INT8,3072,6144,1,1,2564,256,2821,19411.159465,1941.0949845999999,0.515167577600445,144.0408546970844,1464.9820404223856,152.51142307550725,113.73806090000001,6.558400909394303,1941.0949845999999,1970.000527,2002.215187,2002.215187,2002.215187,113.73806090000001,117.77215199999999,126.65893899999999,126.65893899999999,126.65893899999999,6.558400909394303,6.611230212765957,6.675476790780142,6.675476790780142,6.675476790780142,152.51142307550725,152.2567843148918,158.42128235012584,158.42128235012584,158.42128235012584,99.0,78.0,22164.0,360.18
20260420_010701,Qwen25_3B,W8A8_SQ_INT8KV,Qwen25_3B/W8A8_SQ_INT8KV,Qwen_Synthetic_short_in_long_out_256_2560_16_128.txt,base_config.json,10,TRT,bfloat16,W8A8_SQ_PER_CHANNEL_PER_TOKEN_PLUGIN,INT8,3072,6144,1,1,256,2564,2821,170677.77257899998,17067.731547,0.05858993733569728,161.01686578596326,176.06862068750385,161.1143267540884,15.068128999999999,6.206829622046463,17067.731547,17245.841052,17338.129882999998,17338.129882999998,17338.129882999998,15.068128999999999,15.533508,19.802063999999998,19.802063999999998,19.802063999999998,6.206829622046463,6.209442594594595,6.242224962882883,6.242224962882883,6.242224962882883,161.1143267540884,161.10637826597554,162.29901038504707,162.29901038504707,162.29901038504707,99.0,79.0,22164.0,360.12
20260420_011032,Qwen25_3B,W8A8_SQ_INT8KV,Qwen25_3B/W8A8_SQ_INT8KV,Qwen_Synthetic_long_in_long_out_2560_2560_128_128.txt,base_config.json,10,TRT,bfloat16,W8A8_SQ_PER_CHANNEL_PER_TOKEN_PLUGIN,INT8,3072,6144,1,1,2564,2564,5128,191335.554256,19133.513363799997,0.05226420169991179,143.6324791116976,277.6431186904414,144.44391175820837,111.8644015,6.92338345077007,19133.513363799997,19350.319173,19506.384256999998,19506.384256999998,19506.384256999998,111.8644015,107.404254,124.52945799999999,124.52945799999999,124.52945799999999,6.92338345077007,6.934684245045045,6.98445217981982,6.98445217981982,6.98445217981982,144.44391175820837,144.64208887863592,145.91890528107442,145.91890528107442,145.91890528107442,99.0,77.0,22164.0,364.31
20260420_011425,Qwen25_3B,W4A16,Qwen25_3B/W4A16,Qwen_Synthetic_short_in_short_out_256_256_16_16.txt,base_config.json,10,TRT,bfloat16,W4A16,,3072,6144,1,1,256,256,513,11628.969277999999,1162.8771949,0.8599214393762542,240.43403444960072,461.3478522253604,245.19869984310435,26.6044895,4.078359887823152,1162.8771949,1176.387871,1185.761094,1185.761094,1185.761094,26.6044895,25.375549,29.732864,29.732864,29.732864,4.078359887823152,4.084650028368794,4.099390886524822,4.099390886524822,4.099390886524822,245.19869984310435,245.37067842110784,246.34017060173204,246.34017060173204,246.34017060173204,99.0,70.0,22040.0,358.18
